"Date Time","p (mbar)","T (degC)","Tpot (K)","Tdew (degC)","rh (%)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","sh (g/kg)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","max. wv (m/s)","wd (deg)","rain (mm)","raining (s)","SWDR (W/m2)","PAR (mumol/m^2/s)","max. PAR (mumol/m^2/s)","Tlog (degC)","CO2 (ppm)"
21.03.2018 16:50:00,  999.15,    3.45,  276.68,   -9.70,   37.29,    7.83,    2.92,    4.91,    1.82,    2.92, 1256.92,    1.38,    2.52,  241.50,    0.00,    0.00,  197.79,  365.83,  427.80,   17.27,  412.20
21.03.2018 17:00:00,  999.05,    3.13,  276.37,   -9.75,   37.99,    7.65,    2.91,    4.75,    1.81,    2.91, 1258.26,    1.86,    2.68,  210.10,    0.00,    0.00,  137.63,  260.81,  298.07,   17.30,  412.50
21.03.2018 17:10:00,  999.12,    3.00,  276.23,   -9.29,   39.79,    7.58,    3.02,    4.56,    1.88,    3.02, 1258.92,    1.62,    2.72,  219.80,    0.00,    0.00,  118.11,  222.59,  233.20,   17.32,  412.80
21.03.2018 17:20:00,  999.10,    2.87,  276.10,   -8.88,   41.47,    7.51,    3.12,    4.40,    1.94,    3.12, 1259.40,    1.81,    2.56,  224.30,    0.00,    0.00,  111.67,  206.56,  228.19,   17.27,  413.40
21.03.2018 17:30:00,  999.02,    2.71,  275.95,   -8.30,   43.93,    7.42,    3.26,    4.16,    2.03,    3.26, 1259.98,    1.97,    2.60,  219.10,    0.00,    0.00,   84.10,  156.37,  174.90,   17.17,  413.80
21.03.2018 17:40:00,  998.96,    2.52,  275.76,   -8.04,   45.42,    7.33,    3.33,    4.00,    2.07,    3.33, 1260.74,    1.90,    2.88,  217.10,    0.00,    0.00,   70.22,  128.76,  140.54,   17.01,  414.40
21.03.2018 17:50:00,  999.02,    2.36,  275.60,   -7.92,   46.38,    7.24,    3.36,    3.88,    2.09,    3.36, 1261.53,    2.04,    2.48,  221.00,    0.00,    0.00,   48.49,   93.24,  106.76,   16.79,  415.10
21.03.2018 18:00:00,  998.98,    2.04,  275.28,   -7.89,   47.56,    7.08,    3.37,    3.71,    2.10,    3.37, 1262.94,    2.11,    2.48,  232.30,    0.00,    0.00,   33.20,   64.67,   79.15,   16.51,  414.60
21.03.2018 18:10:00,  998.91,    1.82,  275.07,   -8.00,   47.91,    6.97,    3.34,    3.63,    2.08,    3.34, 1263.86,    2.02,    2.70,  227.60,    0.00,    0.00,   18.71,   39.00,   50.19,   16.18,  414.60
21.03.2018 18:20:00,  998.83,    1.64,  274.89,   -8.04,   48.40,    6.88,    3.33,    3.55,    2.07,    3.33, 1264.63,    1.95,    2.36,  232.10,    0.00,    0.00,    7.85,   21.04,   28.57,   15.80,  414.10
21.03.2018 18:30:00,  998.82,    1.49,  274.74,   -8.13,   48.57,    6.80,    3.30,    3.50,    2.06,    3.31, 1265.32,    1.96,    2.28,  239.30,    0.00,    0.00,    1.41,    9.27,   13.32,   15.39,  413.70
21.03.2018 18:40:00,  998.83,    1.42,  274.68,   -8.27,   48.27,    6.77,    3.27,    3.50,    2.04,    3.27, 1265.63,    1.66,    2.00,  245.80,    0.00,    0.00,    0.00,    3.47,    5.79,   14.97,  414.00
21.03.2018 18:50:00,  998.90,    1.38,  274.62,   -8.11,   49.02,    6.75,    3.31,    3.44,    2.06,    3.31, 1265.91,    2.24,    2.58,  240.30,    0.00,    0.00,    0.00,    0.00,    2.32,   14.56,  414.10
21.03.2018 19:00:00,  998.85,    1.23,  274.48,   -7.88,   50.46,    6.68,    3.37,    3.31,    2.10,    3.37, 1266.53,    2.08,    2.36,  229.20,    0.00,    0.00,    0.00,    0.00,    0.00,   14.18,  414.30
21.03.2018 19:10:00,  998.83,    0.70,  273.95,   -7.64,   53.42,    6.42,    3.43,    2.99,    2.14,    3.44, 1268.93,    2.38,    2.68,  235.60,    0.00,    0.00,    0.00,    0.00,    0.00,   13.81,  415.50
21.03.2018 19:20:00,  998.81,    0.60,  273.85,   -7.71,   53.52,    6.38,    3.41,    2.97,    2.13,    3.42, 1269.35,    2.77,    3.28,  234.10,    0.00,    0.00,    0.00,    0.00,    0.00,   13.45,  415.90
21.03.2018 19:30:00,  998.78,    0.84,  274.09,   -7.68,   52.74,    6.49,    3.42,    3.07,    2.13,    3.43, 1268.21,    2.58,    3.20,  228.00,    0.00,    0.00,    0.00,    0.00,    0.00,   13.10,  415.30
21.03.2018 19:40:00,  998.80,    0.78,  274.04,   -7.56,   53.41,    6.47,    3.45,    3.01,    2.15,    3.46, 1268.47,    2.76,    3.49,  230.70,    0.00,    0.00,    0.00,    0.00,    0.00,   12.75,  415.90
21.03.2018 19:50:00,  998.72,    0.71,  273.97,   -7.52,   53.85,    6.43,    3.46,    2.97,    2.16,    3.47, 1268.68,    2.97,    3.57,  230.30,    0.00,    0.00,    0.00,    0.00,    0.00,   12.41,  416.60
21.03.2018 20:00:00,  998.61,    0.43,  273.70,   -7.47,   55.18,    6.30,    3.48,    2.82,    2.17,    3.48, 1269.84,    2.57,    3.67,  225.80,    0.00,    0.00,    0.00,    0.00,    0.00,   12.09,  418.00
21.03.2018 20:10:00,  998.64,   -0.09,  273.18,   -7.31,   58.02,    6.07,    3.52,    2.55,    2.20,    3.53, 1272.27,    1.94,    2.60,  218.10,    0.00,    0.00,    0.00,    0.00,    0.00,   11.79,  420.00
21.03.2018 20:20:00,  998.63,   -0.41,  272.85,   -7.22,   59.86,    5.93,    3.55,    2.38,    2.21,    3.55, 1273.77,    1.65,    2.54,  218.30,    0.00,    0.00,    0.00,    0.00,    0.00,   11.52,  420.50
21.03.2018 20:30:00,  998.59,   -0.73,  272.54,   -7.10,   61.84,    5.79,    3.58,    2.21,    2.23,    3.59, 1275.18,    1.33,    2.20,  202.80,    0.00,    0.00,    0.00,    0.00,    0.00,   11.29,  422.40
21.03.2018 20:40:00,  998.56,   -0.89,  272.38,   -7.22,   61.99,    5.72,    3.55,    2.17,    2.21,    3.55, 1275.92,    1.60,    2.36,  217.10,    0.00,    0.00,    0.00,    0.00,    0.00,   11.10,  422.60
21.03.2018 20:50:00,  998.50,   -1.16,  272.12,   -6.90,   64.79,    5.61,    3.64,    1.98,    2.27,    3.64, 1277.04,    1.48,    2.16,  197.80,    0.00,    0.00,    0.00,    0.00,    0.00,   10.94,  423.30
21.03.2018 21:00:00,  998.44,   -1.37,  271.91,   -6.75,   66.62,    5.52,    3.68,    1.84,    2.30,    3.69, 1277.94,    1.26,    2.12,  189.10,    0.00,    0.00,    0.00,    0.00,    0.00,   10.80,  423.90
21.03.2018 21:10:00,  998.43,   -1.48,  271.80,   -6.66,   67.63,    5.48,    3.71,    1.77,    2.31,    3.71, 1278.43,    1.34,    2.08,  185.10,    0.00,    0.00,    0.00,    0.00,    0.00,   10.67,  424.50
21.03.2018 21:20:00,  998.31,   -1.59,  271.71,   -6.59,   68.53,    5.44,    3.73,    1.71,    2.32,    3.73, 1278.77,    1.48,    2.02,  186.80,    0.00,    0.00,    0.00,    0.00,    0.00,   10.55,  424.90
21.03.2018 21:30:00,  998.25,   -1.77,  271.52,   -6.47,   70.10,    5.36,    3.76,    1.60,    2.35,    3.77, 1279.55,    1.74,    2.32,  184.70,    0.00,    0.00,    0.00,    0.00,    0.00,   10.44,  424.70
21.03.2018 21:40:00,  998.11,   -2.02,  271.29,   -6.49,   71.30,    5.27,    3.75,    1.51,    2.34,    3.76, 1280.52,    1.40,    2.20,  204.80,    0.00,    0.00,    0.00,    0.00,    0.00,   10.34,  426.50
21.03.2018 21:50:00,  998.02,   -2.15,  271.17,   -6.43,   72.30,    5.21,    3.77,    1.44,    2.35,    3.78, 1281.03,    1.31,    1.76,  196.40,    0.00,    0.00,    0.00,    0.00,    0.00,   10.23,  426.10
21.03.2018 22:00:00,  997.96,   -2.21,  271.11,   -6.28,   73.50,    5.19,    3.82,    1.38,    2.38,    3.82, 1281.21,    1.81,    2.12,  184.00,    0.00,    0.00,    0.00,    0.00,    0.00,   10.10,  426.90
21.03.2018 22:10:00,  997.85,   -2.38,  270.94,   -6.32,   74.20,    5.12,    3.80,    1.32,    2.37,    3.81, 1281.91,    1.80,    2.44,  188.20,    0.00,    0.00,    0.00,    0.00,    0.00,    9.97,  428.20
21.03.2018 22:20:00,  997.79,   -2.51,  270.82,   -6.32,   74.90,    5.08,    3.80,    1.27,    2.37,    3.81, 1282.44,    1.51,    2.72,  199.10,    0.00,    0.00,    0.00,    0.00,    0.00,    9.85,  427.80
21.03.2018 22:30:00,  997.68,   -2.59,  270.75,   -6.32,   75.40,    5.04,    3.80,    1.24,    2.37,    3.81, 1282.69,    1.31,    2.16,  203.60,    0.00,    0.00,    0.00,    0.00,    0.00,    9.73,  427.90
21.03.2018 22:40:00,  997.58,   -2.63,  270.71,   -6.34,   75.50,    5.03,    3.80,    1.23,    2.37,    3.81, 1282.76,    1.30,    2.16,  208.20,    0.00,    0.00,    0.00,    0.00,    0.00,    9.62,  427.90
21.03.2018 22:50:00,  997.57,   -2.64,  270.71,   -6.28,   75.90,    5.03,    3.82,    1.21,    2.38,    3.82, 1282.76,    1.23,    1.88,  197.10,    0.00,    0.00,    0.00,    0.00,    0.00,    9.52,  427.70
21.03.2018 23:00:00,  997.47,   -2.72,  270.63,   -6.31,   76.20,    5.00,    3.81,    1.19,    2.38,    3.82, 1283.02,    0.97,    1.78,  210.40,    0.00,    0.00,    0.00,    0.00,    0.00,    9.43,  427.80
21.03.2018 23:10:00,  997.39,   -2.73,  270.63,   -6.25,   76.60,    4.99,    3.82,    1.17,    2.39,    3.83, 1282.96,    0.97,    2.24,  189.40,    0.00,    0.00,    0.00,    0.00,    0.00,    9.34,  427.50
21.03.2018 23:20:00,  997.27,   -2.76,  270.62,   -6.22,   76.90,    4.98,    3.83,    1.15,    2.39,    3.84, 1282.91,    1.06,    2.08,  184.40,    0.00,    0.00,    0.00,    0.00,    0.00,    9.26,  427.80
21.03.2018 23:30:00,  997.23,   -2.73,  270.65,   -6.19,   76.90,    4.99,    3.84,    1.15,    2.40,    3.85, 1282.71,    0.96,    2.00,  189.70,    0.00,    0.00,    0.00,    0.00,    0.00,    9.19,  428.20
21.03.2018 23:40:00,  997.16,   -2.78,  270.60,   -6.21,   77.10,    4.97,    3.83,    1.14,    2.40,    3.85, 1282.90,    0.95,    1.76,  184.00,    0.00,    0.00,    0.00,    0.00,    0.00,    9.13,  429.00
21.03.2018 23:50:00,  997.08,   -2.83,  270.56,   -6.19,   77.50,    4.96,    3.84,    1.12,    2.40,    3.85, 1283.00,    0.65,    1.24,  164.60,    0.00,    0.00,    0.00,    0.00,    0.00,    9.08,  429.50
22.03.2018 00:00:00,  996.97,   -2.70,  270.70,   -6.14,   77.00,    5.01,    3.85,    1.15,    2.41,    3.87, 1282.22,    0.96,    1.76,  170.60,    0.00,    0.00,    0.00,    0.00,    0.00,    9.04,  428.50
22.03.2018 00:10:00,  996.88,   -2.57,  270.83,   -6.13,   76.40,    5.05,    3.86,    1.19,    2.41,    3.87, 1281.53,    0.53,    0.88,  196.60,    0.00,    0.00,    0.00,    0.00,    0.00,    9.01,  429.40
22.03.2018 00:20:00,  996.80,   -2.52,  270.88,   -6.18,   75.80,    5.07,    3.84,    1.23,    2.40,    3.86, 1281.20,    0.69,    1.24,  161.70,    0.00,    0.00,    0.00,    0.00,    0.00,    8.99,  428.30
22.03.2018 00:30:00,  996.67,   -2.58,  270.84,   -6.27,   75.60,    5.05,    3.82,    1.23,    2.39,    3.83, 1281.31,    1.11,    1.92,  158.60,    0.00,    0.00,    0.00,    0.00,    0.00,    8.96,  429.10
22.03.2018 00:40:00,  996.58,   -2.67,  270.76,   -6.25,   76.20,    5.02,    3.82,    1.19,    2.39,    3.84, 1281.62,    0.57,    1.28,  212.50,    0.00,    0.00,    0.00,    0.00,    0.00,    8.96,  429.50
22.03.2018 00:50:00,  996.48,   -2.79,  270.64,   -6.30,   76.60,    4.97,    3.81,    1.16,    2.38,    3.82, 1282.07,    1.01,    1.84,  204.70,    0.00,    0.00,    0.00,    0.00,    0.00,    8.94,  430.40
22.03.2018 01:00:00,  996.34,   -2.90,  270.55,   -6.32,   77.10,    4.93,    3.80,    1.13,    2.38,    3.82, 1282.38,    0.91,    1.64,  200.10,    0.00,    0.00,    0.00,    0.00,    0.00,    8.92,  430.40
22.03.2018 01:10:00,  996.22,   -2.97,  270.48,   -6.41,   77.00,    4.90,    3.78,    1.13,    2.36,    3.79, 1282.61,    1.26,    1.80,  212.00,    0.00,    0.00,    0.00,    0.00,    0.00,    8.89,  429.60
22.03.2018 01:20:00,  996.21,   -2.95,  270.51,   -6.42,   76.80,    4.91,    3.77,    1.14,    2.36,    3.79, 1282.49,    0.90,    1.78,  209.80,    0.00,    0.00,    0.00,    0.00,    0.00,    8.85,  429.10
22.03.2018 01:30:00,  996.14,   -2.81,  270.65,   -6.51,   75.50,    4.97,    3.75,    1.22,    2.34,    3.76, 1281.73,    0.60,    1.48,  170.70,    0.00,    0.00,    0.00,    0.00,    0.00,    8.79,  427.30
22.03.2018 01:40:00,  996.07,   -2.88,  270.58,   -6.39,   76.60,    4.94,    3.78,    1.16,    2.36,    3.80, 1281.99,    0.68,    1.56,  158.10,    0.00,    0.00,    0.00,    0.00,    0.00,    8.74,  429.20
22.03.2018 01:50:00,  995.97,   -2.99,  270.48,   -6.37,   77.40,    4.90,    3.79,    1.11,    2.37,    3.80, 1282.39,    0.95,    1.60,  158.60,    0.00,    0.00,    0.00,    0.00,    0.00,    8.70,  429.10
22.03.2018 02:00:00,  995.78,   -3.09,  270.40,   -6.31,   78.30,    4.86,    3.81,    1.06,    2.38,    3.82, 1282.57,    0.84,    1.52,  176.70,    0.00,    0.00,    0.00,    0.00,    0.00,    8.69,  430.10
22.03.2018 02:10:00,  995.65,   -3.22,  270.28,   -6.35,   78.80,    4.81,    3.79,    1.02,    2.37,    3.81, 1283.03,    1.12,    2.28,  196.20,    0.00,    0.00,    0.00,    0.00,    0.00,    8.68,  431.60
22.03.2018 02:20:00,  995.50,   -3.32,  270.19,   -6.30,   79.70,    4.78,    3.81,    0.97,    2.38,    3.83, 1283.30,    0.54,    1.02,  191.70,    0.00,    0.00,    0.00,    0.00,    0.00,    8.68,  432.40
22.03.2018 02:30:00,  995.37,   -3.33,  270.19,   -6.28,   79.90,    4.77,    3.81,    0.96,    2.39,    3.83, 1283.20,    0.67,    1.32,  190.60,    0.00,    0.00,    0.00,    0.00,    0.00,    8.69,  432.40
22.03.2018 02:40:00,  995.25,   -3.30,  270.23,   -6.23,   80.00,    4.79,    3.83,    0.96,    2.40,    3.85, 1282.89,    0.60,    1.36,  195.50,    0.00,    0.00,    0.00,    0.00,    0.00,    8.71,  432.70
22.03.2018 02:50:00,  995.03,   -3.29,  270.26,   -6.32,   79.40,    4.79,    3.80,    0.99,    2.38,    3.82, 1282.55,    0.65,    1.28,  221.40,    0.00,    0.00,    0.00,    0.00,    0.00,    8.73,  431.50
22.03.2018 03:00:00,  994.86,   -3.31,  270.25,   -6.35,   79.40,    4.78,    3.80,    0.98,    2.38,    3.82, 1282.47,    0.86,    1.78,  208.10,    0.00,    0.00,    0.00,    0.00,    0.00,    8.76,  431.60
22.03.2018 03:10:00,  994.73,   -3.34,  270.23,   -6.29,   79.90,    4.77,    3.81,    0.96,    2.39,    3.83, 1282.41,    1.19,    2.44,  184.60,    0.00,    0.00,    0.00,    0.00,    0.00,    8.78,  431.50
22.03.2018 03:20:00,  994.55,   -3.35,  270.24,   -6.26,   80.10,    4.77,    3.82,    0.95,    2.39,    3.84, 1282.21,    0.86,    1.68,  204.20,    0.00,    0.00,    0.00,    0.00,    0.00,    8.79,  431.10
22.03.2018 03:30:00,  994.36,   -3.38,  270.22,   -6.29,   80.10,    4.76,    3.81,    0.95,    2.39,    3.83, 1282.11,    1.31,    2.00,  211.10,    0.00,    0.00,    0.00,    0.00,    0.00,    8.79,  431.30
22.03.2018 03:40:00,  994.30,   -3.40,  270.20,   -6.38,   79.70,    4.75,    3.79,    0.96,    2.37,    3.81, 1282.16,    1.82,    2.64,  218.80,    0.00,    0.00,    0.00,    0.00,    0.00,    8.81,  431.20
22.03.2018 03:50:00,  994.17,   -3.32,  270.29,   -6.37,   79.30,    4.78,    3.79,    0.99,    2.37,    3.81, 1281.63,    1.24,    1.88,  210.20,    0.00,    0.00,    0.00,    0.00,    0.00,    8.80,  430.80
22.03.2018 04:00:00,  993.98,   -3.20,  270.43,   -6.27,   79.20,    4.82,    3.82,    1.00,    2.39,    3.84, 1280.77,    0.91,    1.54,  193.50,    0.00,    0.00,    0.00,    0.00,    0.00,    8.79,  431.70
22.03.2018 04:10:00,  993.83,   -3.14,  270.50,   -6.21,   79.20,    4.84,    3.83,    1.01,    2.40,    3.86, 1280.31,    1.61,    2.38,  180.00,    0.00,    0.00,    0.00,    0.00,    0.00,    8.79,  431.50
22.03.2018 04:20:00,  993.59,   -3.11,  270.55,   -6.16,   79.30,    4.85,    3.85,    1.00,    2.41,    3.87, 1279.82,    1.06,    2.48,  158.10,    0.00,    0.00,    0.00,    0.00,    0.00,    8.79,  431.70
22.03.2018 04:30:00,  993.36,   -3.03,  270.65,   -6.17,   78.80,    4.88,    3.85,    1.04,    2.41,    3.87, 1279.16,    1.53,    2.68,  146.30,    0.00,    0.00,    0.00,    0.00,    0.00,    8.81,  431.60
22.03.2018 04:40:00,  993.21,   -2.92,  270.76,   -6.03,   79.00,    4.92,    3.89,    1.03,    2.44,    3.91, 1278.44,    1.97,    3.13,  141.80,    0.00,    0.00,    0.00,    0.00,    0.00,    8.84,  432.00
22.03.2018 04:50:00,  993.01,   -2.84,  270.86,   -5.90,   79.30,    4.95,    3.93,    1.03,    2.46,    3.96, 1277.78,    1.57,    2.97,  141.20,    0.00,    0.00,    0.00,    0.00,    0.00,    8.86,  433.40
22.03.2018 05:00:00,  992.92,   -2.76,  270.95,   -5.94,   78.60,    4.98,    3.91,    1.07,    2.46,    3.94, 1277.31,    1.38,    2.54,  141.90,    0.00,    0.00,    0.00,    0.00,    0.00,    8.88,  432.20
22.03.2018 05:10:00,  992.81,   -2.67,  271.05,   -5.92,   78.20,    5.01,    3.92,    1.09,    2.46,    3.95, 1276.73,    1.35,    2.81,  153.30,    0.00,    0.00,    0.00,    0.00,    0.00,    8.90,  433.50
22.03.2018 05:20:00,  992.68,   -2.36,  271.37,   -5.93,   76.30,    5.13,    3.92,    1.22,    2.46,    3.95, 1275.07,    1.87,    4.35,  147.80,    0.00,    0.00,    0.00,    0.00,    0.00,    8.91,  432.00
22.03.2018 05:30:00,  992.50,   -2.28,  271.46,   -5.89,   76.10,    5.16,    3.93,    1.23,    2.47,    3.96, 1274.48,    1.53,    2.97,  153.60,    0.00,    0.00,    0.00,    0.00,    0.00,    8.93,  430.70
22.03.2018 05:40:00,  992.34,   -1.89,  271.86,   -5.97,   73.50,    5.31,    3.91,    1.41,    2.45,    3.94, 1272.47,    1.58,    2.93,  144.20,    0.00,    0.00,    0.00,    0.00,    0.00,    8.96,  429.00
22.03.2018 05:50:00,  992.18,   -1.87,  271.90,   -6.10,   72.70,    5.32,    3.87,    1.45,    2.43,    3.90, 1272.18,    1.37,    2.73,  136.50,    0.00,    0.00,    0.00,    0.00,    0.00,    9.02,  430.70
22.03.2018 06:00:00,  992.04,   -1.68,  272.10,   -6.11,   71.60,    5.40,    3.86,    1.53,    2.43,    3.90, 1271.12,    1.25,    2.30,  152.70,    0.00,    0.00,    0.00,    0.00,    1.35,    9.10,  430.50
22.03.2018 06:10:00,  991.96,   -1.67,  272.12,   -6.08,   71.70,    5.40,    3.87,    1.53,    2.43,    3.90, 1270.96,    1.40,    2.36,  141.60,    0.00,    0.00,    0.40,    2.70,    4.44,    9.21,  430.10
22.03.2018 06:20:00,  991.81,   -1.58,  272.22,   -6.16,   70.80,    5.44,    3.85,    1.59,    2.42,    3.88, 1270.36,    1.45,    2.36,  145.10,    0.00,    0.00,    2.62,    7.53,   10.81,    9.33,  432.30
22.03.2018 06:30:00,  991.64,   -1.53,  272.29,   -6.03,   71.20,    5.46,    3.89,    1.57,    2.44,    3.92, 1269.85,    1.41,    2.20,  147.10,    0.00,    0.00,    6.44,   15.25,   19.69,    9.44,  431.50
22.03.2018 06:40:00,  991.54,   -1.18,  272.64,   -6.13,   68.87,    5.60,    3.86,    1.74,    2.42,    3.89, 1268.12,    1.34,    2.48,  166.40,    0.00,    0.00,   11.87,   26.25,   32.43,    9.56,  429.50
22.03.2018 06:50:00,  991.42,   -0.66,  273.17,   -6.21,   65.89,    5.82,    3.83,    1.99,    2.41,    3.87, 1265.57,    2.50,    5.13,  203.40,    0.00,    0.00,   18.11,   38.61,   45.37,    9.67,  428.10
22.03.2018 07:00:00,  991.31,   -0.07,  273.77,   -6.28,   62.81,    6.07,    3.82,    2.26,    2.40,    3.85, 1262.72,    3.12,    4.89,  207.50,    0.00,    0.00,   25.75,   52.70,   60.42,    9.79,  424.60
22.03.2018 07:10:00,  991.28,    0.15,  273.99,   -6.16,   62.36,    6.17,    3.85,    2.32,    2.42,    3.88, 1261.64,    3.62,    6.43,  209.80,    0.00,    0.00,   28.57,   58.69,   62.93,    9.90,  424.60
22.03.2018 07:20:00,  991.13,    0.26,  274.12,   -5.97,   62.74,    6.23,    3.91,    2.32,    2.45,    3.94, 1260.90,    4.02,    6.81,  205.40,    0.00,    0.00,   23.94,   51.74,   59.07,   10.01,  424.50
22.03.2018 07:30:00,  990.95,    0.30,  274.17,   -5.88,   62.99,    6.24,    3.93,    2.31,    2.47,    3.97, 1260.47,    3.48,    5.01,  207.10,    0.00,    0.00,   22.74,   50.77,   65.44,   10.11,  424.40
22.03.2018 07:40:00,  990.71,    0.38,  274.28,   -5.75,   63.25,    6.28,    3.97,    2.31,    2.50,    4.01, 1259.77,    3.60,    5.41,  197.40,    0.00,    0.00,   48.49,  101.93,  148.07,   10.19,  424.90
22.03.2018 07:50:00,  990.62,    0.50,  274.40,   -5.55,   63.70,    6.34,    4.04,    2.30,    2.54,    4.07, 1259.07,    3.33,    5.45,  204.10,    0.00,    0.00,   79.48,  162.74,  168.73,   10.28,  424.70
22.03.2018 08:00:00,  990.53,    0.72,  274.62,   -5.15,   64.62,    6.44,    4.16,    2.28,    2.62,    4.20, 1257.91,    3.85,    5.61,  197.20,    0.00,    0.00,   57.95,  122.78,  154.44,   10.37,  423.90
22.03.2018 08:10:00,  990.20,    0.77,  274.70,   -4.60,   67.15,    6.46,    4.34,    2.12,    2.73,    4.38, 1257.16,    5.27,    6.99,  202.70,    0.00,    0.00,  116.10,  237.26,  279.15,   10.49,  422.40
22.03.2018 08:20:00,  990.03,    0.74,  274.69,   -4.33,   68.69,    6.45,    4.43,    2.02,    2.79,    4.47, 1257.04,    4.80,    6.89,  209.40,    0.00,    0.00,  134.21,  270.85,  286.68,   10.60,  421.90
22.03.2018 08:30:00,  989.97,    0.80,  274.75,   -4.33,   68.41,    6.47,    4.43,    2.04,    2.79,    4.47, 1256.70,    4.18,    6.81,  207.00,    0.00,    0.00,  150.91,  306.76,  329.92,   10.69,  422.10
22.03.2018 08:40:00,  989.81,    0.84,  274.80,   -4.26,   68.56,    6.49,    4.45,    2.04,    2.80,    4.50, 1256.30,    3.86,    5.59,  207.00,    0.00,    0.00,  102.01,  211.97,  270.27,   10.78,  422.50
22.03.2018 08:50:00,  989.67,    0.80,  274.77,   -4.31,   68.53,    6.47,    4.43,    2.04,    2.79,    4.48, 1256.33,    4.49,    6.77,  208.10,    0.00,    0.00,  121.93,  250.97,  342.66,   10.87,  422.80
22.03.2018 09:00:00,  989.50,    0.80,  274.78,   -4.20,   69.08,    6.47,    4.47,    2.00,    2.81,    4.52, 1256.10,    5.43,    7.25,  204.20,    0.00,    0.00,  172.03,  355.41,  416.99,   10.97,  422.30
22.03.2018 09:10:00,  989.48,    0.88,  274.87,   -3.89,   70.30,    6.51,    4.58,    1.93,    2.88,    4.63, 1255.63,    4.37,    6.93,  207.00,    0.00,    0.00,   88.73,  193.24,  329.92,   11.04,  422.50
22.03.2018 09:20:00,  989.32,    0.72,  274.72,   -3.80,   71.60,    6.44,    4.61,    1.83,    2.90,    4.66, 1256.15,    5.94,    8.49,  203.60,    0.00,    0.00,   72.23,  157.91,  179.92,   11.11,  421.70
22.03.2018 09:30:00,  989.13,    0.74,  274.76,   -3.72,   71.90,    6.45,    4.63,    1.81,    2.92,    4.69, 1255.80,    4.60,    7.25,  201.60,    0.00,    0.00,   72.64,  160.81,  179.92,   11.15,  421.90
22.03.2018 09:40:00,  988.87,    0.95,  274.99,   -3.82,   70.30,    6.54,    4.60,    1.94,    2.90,    4.65, 1254.53,    5.25,    8.13,  203.10,    0.00,    0.00,   61.37,  136.87,  141.70,   11.14,  421.70
22.03.2018 09:50:00,  988.72,    1.09,  275.14,   -3.93,   69.02,    6.61,    4.56,    2.05,    2.88,    4.61, 1253.72,    5.96,    8.97,  209.00,    0.00,    0.00,   71.63,  158.69,  181.08,   11.14,  421.30
22.03.2018 10:00:00,  988.55,    1.21,  275.28,   -3.97,   68.24,    6.67,    4.55,    2.12,    2.87,    4.60, 1252.95,    5.84,    8.17,  207.00,    0.00,    0.00,   98.79,  215.64,  234.56,   11.11,  421.50
22.03.2018 10:10:00,  988.43,    1.36,  275.43,   -3.96,   67.58,    6.74,    4.55,    2.18,    2.87,    4.61, 1252.14,    6.15,    8.61,  205.70,    0.00,    0.00,  101.01,  221.62,  239.58,   11.08,  421.40
22.03.2018 10:20:00,  988.30,    1.49,  275.58,   -3.90,   67.20,    6.80,    4.57,    2.23,    2.88,    4.63, 1251.35,    6.04,    8.21,  208.80,    0.00,    0.00,  142.86,  305.98,  412.55,   11.05,  421.30
22.03.2018 10:30:00,  988.11,    1.70,  275.80,   -3.73,   67.04,    6.91,    4.63,    2.28,    2.92,    4.69, 1250.12,    5.63,    8.09,  202.30,    0.00,    0.00,  208.25,  438.61,  459.65,   11.05,  421.30
22.03.2018 10:40:00,  987.94,    1.83,  275.95,   -3.47,   67.73,    6.97,    4.72,    2.25,    2.98,    4.78, 1249.26,    6.08,    9.17,  206.20,    0.00,    0.00,  180.89,  385.71,  430.31,   11.08,  421.10
22.03.2018 10:50:00,  987.78,    1.90,  276.03,   -3.10,   69.30,    7.01,    4.86,    2.15,    3.06,    4.92, 1248.70,    6.12,    8.63,  204.00,    0.00,    0.00,  146.28,  313.71,  366.80,   11.16,  420.90
22.03.2018 11:00:00,  987.59,    1.93,  276.07,   -2.73,   71.10,    7.02,    4.99,    2.03,    3.15,    5.06, 1248.26,    5.51,    8.01,  204.80,    0.00,    0.00,  216.50,  450.96,  506.56,   11.27,  420.60
22.03.2018 11:10:00,  987.49,    2.08,  276.23,   -2.32,   72.50,    7.10,    5.15,    1.95,    3.25,    5.21, 1247.36,    5.77,    8.97,  207.10,    0.00,    0.00,  211.27,  440.73,  491.31,   11.39,  420.20
22.03.2018 11:20:00,  987.35,    2.13,  276.29,   -2.00,   74.00,    7.12,    5.27,    1.85,    3.33,    5.34, 1246.92,    5.35,    8.81,  200.70,    0.00,    0.00,  202.62,  426.83,  489.19,   11.52,  420.00
22.03.2018 11:30:00,  987.23,    2.24,  276.42,   -1.67,   75.20,    7.18,    5.40,    1.78,    3.41,    5.47, 1246.17,    5.75,    8.81,  213.10,    0.00,    0.00,  173.44,  370.66,  389.77,   11.66,  419.20
22.03.2018 11:40:00,  987.02,    2.14,  276.33,   -1.44,   77.10,    7.13,    5.50,    1.63,    3.47,    5.57, 1246.35,    6.23,   11.06,  213.70,    0.00,    0.00,  177.46,  380.50,  405.21,   11.81,  418.40
